label,text
0,Sie kritisiert. Und die assis lachen sich schlapp. Weil worte eines polizisten denen gepflegt am arsch vorbei geht. Ihr müsst mit aller härte vorgehen sonst machen sie mit euch was sie wollen. Eine erziehungsfrage. Kennt man doch. Sie sprechen die sprache der gewalt. Also sollte man denen ebenso antworten.
0,"So Fühl ich mich seit langem...Unter anderem ist auch das problem das man nicht weiss was man machen soll, an wen man sich wendet und vor allem hab ich null menschen im freundes und bekannten kreis die nur annähernd so denken wie ich, das ich schwierig...die wollen alle nichts von der “politik“ scheisse wie es immer nennen, wissen"
0,"Und meine Hände baumeln auf dem Fußabtritt, ihr spinnt wohl."
0,"Versucht doch mal ohne Papiere und mit Nachdruck in die USA einzureisen, unserem großen Bruder und Verbündetem! Dem Land, welches die Menschenrechte noch heute mit Füßen tritt, Guantanamo noch immer existiert - und all ihr Kritiker der Frau Petry, die ihr euch alle mit lauter Stimme gegen sie erhebt wo seid ihr bei dem Protest gegen unsere Regierungen die den USA in den Hintern kriechen, sich ausspionieren lassen und sich auch noch ein TTIP aufdiktieren lassen? Wo sind denn all die Herrschaften Gabriel, Özdemir, Roth, Westerwelle, Stegner, Merkel, usw. bei diesen Themen? Schweigen im Walde, und all ihr Kritiker sagt auch nichts.""Stille.... aber die AFD ist der """"Feind"""", bestimmt...."""
0,mal eine frage was soll man den mit den deutschen mördern vergewaltigern machen ? letzter zet töttet ja fast jede woche ein deutscher seine familie
0,Bin mal gespannt wann wir gesperrt werden
0,"Hat man keine Wähler mehr, müssen Asylanten her . Die ersten pässe wurden schon verteilt, und wer hier bleibt darf die Zukunft mitgestalten also wählen."
0,Zudem geht soviel ich weiss in stuttgart auch nichts was demos oder sonstiges angeht.
0,"Bei 2 Gesundheitsreformen, wurden die Krankentransporte zusammengestrichen, obwohl sie nur 0,05 % der Krankenkassenkosten ausmachten. So mancher Taxi & Mietwagenbetrieb blieb auf der Strecke! Da kann ich bei den jetzigen Transportmaßnahmen für die Flüchtlinge nur den Kopf schütteln. Aber, den Taxibetrieben gönne ich den Umsatz!"
0,"Wie hießen die deutschen Straftäter in der österreichischen  Kriminalstatistik? Etwa Murat, Ali, Chem und Aiche?"
0,"Ja,...war echt der hammer,oder?!wiedermal nur,um auf die wohltätigkeit,bzw mitleid anderer zu spekulieren!"
0,Meinungsfreiheit ade
0,Wasn Einigkeit ?
0,Die Wahrheit ist hier nicht erwünscht denke ich
0,Also dieses jahr??
0,Hoffentlich haben die nur Gutmenschen angetroffen. Gönne ich dehnen von Herzen. Denn solche Menschen wollen Warnungen einfach nicht war haben.
0,"Ja genau ,so ein Schwachsinn ,da sieht die Lage aber anders aus."
0,Dann gehen sie halt und Feld scheissen wie unsere Ausländischen Nachbarn das auch machen
0,"Festanstellung bei Siemens oder Daimler? Als Angelernte? HAHAHAHAHHA, You made my day!  Der Brüller des Jahres."
0,Es geht hier nicht um Minderheiten oder Glaubensbekenntnisse ... es geht hier um die ANGST um unsere Familien ... und das unser RECHTSSYSTEM am zusammen brechen ist :-(
0,Wie ???? wird ????
0,Alles nur Märchen.wir werden weiter Überflutet und der Winter wird gehen und es kommen noch mehr.Mensch lasst euch doch nicht mehr verarschen von diesen Blendern!!
0,das wahre deutschland  wie wunderschön
0,die Worte waren von mir... aber ich freue mich das ihr das übernommen habt ! weiter so
1,"""118a6ea23f9479d1 du bist ein wiederlicher dummer hirnloser schwaetzer man sollte dich aus dem sozialen netzwerk rausschmeisen und dich in den knast stecken nur mit wasser und brot idiot!!!!!!!!!!!!"""""""
0,Alter Schwede ......ich dachte die sind die glücklichsten Europäer .....nach uns natürlich wir sind die Besten bei uns Hängt der Schampus  auf den Bäumen. ...
0,Wehrt Euch!
0,Wird? Sie IST eine Gefahr für Deutschland!!!
0,Bin mal gespannt wann das bei uns passiert
0,Wird....... das ist sie schon!
0,"Regierung Rot/Schwarz ist für Reden und aussitzen.....Ist mir schon klar. Ich will sehen, was im Ernstfall passiert. Diese Knödelköppe reden sich seit Jahren unsere Probleme schön."
0,An einer Autobahn nåhe Dortmund glaube ich wurden auch 2 Brandsätze gefunden.. was geht hier vor ? Vielleicht doch Terroristen was sie dieses mal den Linken in die Schuhe schieben ? Oder die arbeiten zusammen...
0,Als klar wurde dass Facebook Zensur künftig von Bertelsmann erfolgt habe ich mir schon gedacht dass so was kommt.
0,Was könnte man damit alles für unsere Obdachlosen machen
0,"Hut ab, genau so ist es! Danke"
0,"Nur 10-15 Minuten Verspätungen. Müssen Dilettanten gewesen sein, die den Brandsatz legten. Da schafft sogar die Bahn größere Verspätungen. 3:)"
0,Ich finde der Steuerzahler sollte mehr zahlen :-) und die alten Menschen brauchen eh nicht mehr so viel :-)... Vielleicht sollten wir unsere Kinder aus den Schulen nehmen? ! Dann haben wir mehr Schlafplätze...
0,Na ja Frau Kahane kennt sich bestens damit aus.
0,Null is Null dat hame so geliert ! Bringt NIX äver och ja NIX
0,"Ist doch bei uns nicht anders, diese Drecksmedien schweigen oder lügen was das Zeug hält."
0,das nennt sich dann frei Meinungsäusserung!!! Deutschland wie weit bist Du unter derAlten Merkel runtergekommen.
0,"611f2a75c0f3d393,du sprichst mir aus der Seele, danke."
0,Sie Lügen sich Gegenseitig die Hucke voll!!
0,ich wache mein popo mit wasser nicht mit  Klopapier araber sind sauber ............................................................
0,Ich auch nicht.
0,"""So einfach ist das,  Nazipatriot garniert einen ganz interessanten Artikel mit kurzer populistischer Überschrift """"statt unsere Werte zu lernen, bekommen die neue Scheißhäuser"""" und wieder ist das Ziel der Propaganda erreicht und viele bellen hier reflexartig los, ohne den wirklich interessanten Artikel gelesen zu haben."" Schon traurig zu sehen, wie einfach anscheinend Manipulation und Stimmungsmache funktioniert :-(."
0,"Sie wird nicht eine Gefahr,  sie ist bereits die Gefahr!!!Sie ist größenwahnsinnig..."
1,Das Mistsück von Merkel geht über Leichen
0,"Also Leute, wenn wir nicht mehr unsere Meinung posten dürfen, dann bleibt uns wie 1989 nur noch ein Weg- alle auf die Straßen zu den Demos - wir sind das Volk ! (y)"
0,Einfach nur Klasse....
0,"Figuren wie Trump, Le Pen, Strache, Orban, Kaczynski, Petry, etc. sind die besten Verbündeten des Islamischen Staates in der (noch) freien Welt. Sie verbreiten Angst, schüren Hass, schränken Grundrechte ein und bringen die Demokratie an den Rand des Abgrunds. Ihre Wähler und Wählerinnen ermöglichen dies und bemerken dabei nicht, dass sie sich damit zu Komplizen machen."
0,Wo kommt denn nur die ganze Kohle her....
1,Zeit diesen Islamisten das Licht aus zu knipsen.
0,"""wäre traurig, aber ein fake von einen mitarbeiter von""""moabit hilft"""" , flüchtlinge sind frauen, kinder, alte, männer im wehrfähigen alter, sollen ihre heimat befreien, feiglinge"""
0,Einfach unfassbar.......
0,Schrecklich
0,Schiessbefehl muss gegen dieses Gesindel erlassen werden
0,HIER WOLLEN WIR SIE NICHT!!!!!
0,Wird zu einer Gefahr??   Sie ist es wohl schon.
0,Ein guter Freund von mir ist bei der Polizei als er noch in Frankfurt war hat er beim Einsatz einem marokkanischen drogenhändler der ihn zugedöhnt abstechen wollte den Kiefer gebrochen hat ihm 800 Euro Strafe eingebracht seine vorgesetzten keine Hilfe nix der hat kein Bock mehr nur ein Finger krumm zu machen
0,Wird sie nicht. War sie von Anfang an.
0,Nur Herr Richard Sulik erklärt so klar!! https://www.facebook.com/RichardSulik/videos/967940806618981/
0,"Hab mal eine Frage. Ich empfinde die Flüchtlinge als eine Bedrohung, aber gleichzeitig empfinde ich eine starke Apathie gegenüber der Glorifizierung von Schwulen, Lesben und anderen Minderheiten, weil sowas ein Land nur schwächt und es der Lächerlichkeit preisgibt. Wo stehe ich? Meine es ernst und würde gern eine sachliche Diskussion führen."
1,Paar Monate.Dann müssen wir um unser Hab und Gut kämpfen.Zeit zur Revolution. Danke vielen Dank an unsere verschissene Dreckspolitik. Freickreich und die anderen Ländern werden uns danken für diese Merkelpolitik.
0,Der Name war auch doof. Wir sind deutlich mehr als ein Prozent. ;-)
0,"Wir bezahlen und bezahlen,werden nicht gefragt, Mafia"
0,"und ich weiß auch, warum man das erfunden hat ! ;)"
0,Die Frau leidet an Realitätsverlust ?.....
1,"Ich muss für zwei Implantate über 4000.- bezahlen! Wenn ich wieder zum Zahnarzt muss, setz ich mir so ein Scheiß Kopftuch auf und zieh so ne beschissene Burka an, dann kriege ich es umsonst! Es ist nur noch zum kotzen!"
0,"So könnte auch manche Schule oder Kita  aussehen, aber naja  kein Geld da :-("
0,Jeder Flüchtling müsste sich eigentlich in Alice umbenennen. Das ist doch hier das Wunderland für alle ohne deutschen Pass. Für unsere Rentner zahlt die KK solche Fahrten nicht.
0,"Na geh, das machen die ja nur, weil sie zu wenig Unterstützung von uns erhalten. Das sind 1.sicher Menschen, die gebildeter als wir sind und 2.der übliche bedauerliche Einzelfall *kotz*"
0,"Kay . Ich finde die Ausländer, die aus Süd-Osteuropa kommen ganz nett. Ich mag wenn die ein bisschen Action auf der Straße bringen. So hat man keine Langeweile mehr."
0,das ist auch gut so
1,zeigt denen doch mal wie das mit der Scharia so geht....
0,Weiter so!!Dran bleiben. Ich hoffe nur daß das ganze wieder im Sande verläuft oder von unserer PolitischenElite erdrückt wird.
0,warum schmeist mann solche tyüpen nicht einfach raus und schickt sie dort hin wo sie hergekommen sind.unruhestifter brauchen wir hier nicht.kommt da nicht schon die vorbotschaft für einen eventuellen religions-bürger-krieg auf.wo wierd deutschland landen wenns so weiter geht
0,"Ganz genau,so sieht's aus.?"
1,Dreckspack entsorgen.
0,"""zu der zeit war deutschland kaum anders als saudi arabien, eine frau in leggins würde in den knast gesteckt zu der zeit. Schon witzig wie hier einige denken das diese zeit """"toll"""" für eine frau gewesen is. Vom Mann beherrscht und zwangsverheiratet, sexueller Missbrauch danach normal. Das waren die zeiten vor 100 Jahren und nicht anders."""
0,Dann geht mit auf die strasse
0,bitte lesen
0,die volksbewaffnung sollte schleunigst vorangetrieben werden
0,"MEINE FRESSE SO EIN THEATER und wenn es so wäre, wenn weg dann weg so ist halt das Leben NUR die starken kommen durch"
0,"wenn das stimmt, werden wir die Hampton Hotels boykottieren"
0,"Unglaublich, was für ausländerfeindliche Kommentare man immer wieder zu lesen bekommt und unglaublich, wieviel Nazi noch in vielen Deutschen drinsteckt."
0,Frau Petra hat recht
0,Respekt.....
0,Wir haben´s doch!
0,"""Diese Medien-Zauberei gab es früher und wird es immer geben! Durch solche """"falsch-Interpretationen"""" kann man ganze Völker steuern oder beeinflussen! Ich gehe eher mit offenen Augen durch die Welt, sehe verschiedene Dokumentationen oder Talk-Show's im TV. Meine persönliche Meinung entsteht durch Realismus, Weltpolitik und die Meinungen von uns Menschen! Ich gehe neutral durch mein Leben, bin weder links oder rechts, noch als Nazi zu bezeichnen. Ich sehe nur auf der einen Seite eine """"überfütterte, egoistische Menschenmenge"""" und auf der anderen Seite die, die den """"Kuchen"""" haben wollen! Ein natürliches Verhalten, was denen von Kleinkindern sehr ähnelt! Profit daraus zu schlagen, dafür gibt es Machthaber"""", die Markt- und Banken Wirtschaft, die Waffenindustrie, den Drogenhandel und vieles mehr!! Geld regiert die Welt, so war es und so wird es immer sein!! Geopfert wird dabei leider die Masse Volk, zu der wir nun mal gehören! Beten wir dafür, das wir noch lange in Frieden leben, unsere Grenzen schützen, bevor man uns unseren """"Kuchen"""" weg nimmt..!!"""
0,Merkel wird sich dies Jahr auch noch 180 Grad drehen und sich dann 2017 Wiederwählen lassen und dann hat Sie 4 Jahre Zeit ihr Unwesen weiter zu treiben ........ Und ich Wette das Volk fällt auf IM Erika rein .
0,Die nehmen doch Drogen ...
0,Da könnt ihr erzählen was ihr wollt das war eine schöne Zeit wäre der Erste Weltkrieg nicht passiert beziehungsweise hätten sie ihn uns nicht aufs Auge gedrückt wäre der zweite auch nicht passiert vielleicht wären wir dann heute eine moderne Monarchie mit dem Kaiser der zu seinem deutschen Volk steht das wäre glaube ich wunderschön :-)
0,Ist was dran ! Armes Deutschland
0,Aber man darf ja nix sagen wirst gleich zu den rechten in die ecke gestellt .
0,"Ja, ja, erstmal Stimmung machen. Was bei der Sache später wirklich rauskommt liest ja sowieso keiner.    Ich warte grundsätzlich lieber ab bis sich Gerüchte bewahrheiten, was ja sehr oft hier auf facebook nicht der Fall ist."
0,NA SERVUS.  DIESE EINZELFÄLLE???
0,Ohne Worte
1,"Wer das bei mir versucht, bekommt sowas von auf die Fresse, dass er hinterher nicht mal mehr ne Pflegestufe braucht!"
0,"So ist es wieder brav, Lügenpresse! Nur nicht die Nationalität von diesem Abschaum bekannt geben. Warum lassen sich die Deutschen das gefallen?"
0,windräder zur stromgewinnung verschandeln die umwelt.sind diese gebäude etwa schön???
0,da sieht man die Ohnmächtigkeit der GESAMTEN Deutschen Regierung; alles nur mehr Versager
0,??? jaja schon klar ... und morgen gehen wir alle Einhörner reiten aufm Regenbogen ... verzieht euch von hier und die ganzen Probleme sind doch Geschichte ... also Abflug ... zack zack
0,Na dann ist der Weg zu WhatsApp auch nicht mehr weit. Läuft ja auch alles über die USA. Sucht schon mal nach Alternativen...
0,976ef0014ffceed3 zum gestrigen Thema ?
1,Supie! Sie löschen sich gegenseitig aus! Hoffentlich bald!
0,Danke für dieses Statement!
0,Nun gibt es also auch die ersten unangemeldeten Demos!
0,"""Das ist in Deutschland auch so ,aber nur """" Einzeltäter"""" lächerlich unsere Politiker"""
0,Oder fangen wir hier alle was an und setzen dies um zu einer volksdemo?
0,"Mord sollte lebenslang geben, scheissegal wo der freggel herkommt.  Deutsches land, deutsche Gesetze."
0,Die schutzbedürftigen Frauen und Kinder kann man ja an einer Hand abzählen :O
0,"Dann sollten alle ,die eine neue Kauleiste brauchen, kollektiv die Pässe weg schmeißen und behaupten Syrer zu sein...."
0,antifanten.
0,"""Ach, plärrt ihr jetzt aufeinmal nicht mehr """"Merkel muss weg""""? Habt auch ihr es endlich geschnallt das es egal ist wer da oben sitzt, sei es ein Schäuble oder eine Frauke Petry? Die führen nur alle nur Befehle aus, auch die Merkel, die macht auch nur das was ihr gesagt wird."""
0,Bitte gebt mir auch einen Job ! Bin hoechst qualifiziert !
0,"Die Sache ist ja die,  nur gemeinsam sind wir stark.  Darum macht bei der nächsten Wahl das Kreuz an der richtigen Stelle."
0,patrioten haha was zur hölle
0,"Na dann jetzt erst recht. !Gott, was geht in diesem Land vor? Ich erkenne mein Deutschland nicht mehr wieder."
0,die polizei tut mir leid weil sie immer wieder wegen solche  versage zummm einsatz kommen müssen es gibt viel wichtigeres als mit solchen schmarotze zu tun  haben zu müssen solllen doch die ausländer behörde sich die scheiß schmartze kömmanen oder das zoll amt
0,"genau und bis es zu einer Verhandlung kommt vergehen Monate bis Jahre, die Gerichte sind überlastet und nicht in der Lage alles zu bewältigen. In der Zwischenzeit läuft alles weiter wie bisher..."
0,Um so erstaunlicher ist das ein Maximilian Marx hier im Facebook unbehelligt gegen unsere Heimat hetzen darf und dies von Facebook mir den üblichen Floskeln beim melden abgetan wird.
0,"Wer freiwillig zur Bundeswehr geht und damit die Interessen der USA im Einsatz vertritt, hat das Prinzip nicht verstanden."
1,als was kann man die scheiß islamisten eigentlich bezeichnen? Restmüll oder Sondermüll!!!!!!!!!
0,"Ich wurde zweimal wegen leichteren Verstößen gesperrt! Naja, liegt wohl daran, dass ich kein Duckmensch und Beifallklatscher bin!"
0,Das passt dazu ... wer Dokumente wegschmeisst oder vernichtet und seine Identiät verheimlicht ist als Krimineller einzustufen ! http://www.info-direkt.at/90-der-syrer-sind-keine-syrer/
0,Diese Regierung mutiert zum Staatsfeind Nummer 1!
0,"Für 600 Mio. bekommen wir auch eine Wunderschöne Grenzanlage. Vorteil an dieser, das Geld wäre da wenigstens Produktiv Investiert."
0,Zu dumm zum schei.....en!!!ich glaube es einfach nicht...das bekommt sogar eine dreijährige hin sich auf den Deckel zu setzen.kultur hin oder her haben die keinen Lernprozess im Oberstübchen?? Wird immer besser!
0,7d945ddfb02547bc gucks dir an...  Ich fall vom Glauben ab....
0,"Deutschland, nee ,das ist nicht mehr Das DEUTSCHLAND. DIE GEFAHR HATTE SCHON VORHER BEGONNEN."
1,"Scheiße: Ich frag mich grad wie wohl so ein Benz aussehen würde, wenn den so ein Kameltreiber Designt? Als Windschutzscheibe nur nen Sehschlitz, wie so ne Burka? Oder darf dann das Auspuffrohr nicht mehr zu sehen sein? Weil auf Kamel(Tier)märkten bei denen muß ja auch das Geschlechtsteil verborgen werden. Könnte ja so ein Kamelficker da dann das Aufpuffrohr zur persönlichen Befriedigung nutzen. Ironiemodus Off :P"
0,Köln hatte sich die Silvesternacht auch anders vorgestellt.
0,"es sollten lieber die angeklagt werden, die den ganz mulm nach europa holen. ich sag ja immer die franzosen sind uns ähnlicher als man denkt, sie sind sozusagen das westlichste bundesland."
0,Wie hat diese lispelnde Oberguru gesagt: wir müssen uns damit arrangieren. Man sieht ja wie weit das geht. Dieses verdammte Pack wird dafür nicht mal bestraft weil man sich nicht die Mühe macht zu ermitteln und dagegen vorzugehen.
0,Lustig ... wollte gerade die ganzen
0,Es wäre doch schön wenn sie die gratis Fahrten alten  kranken deutschen Rentnern spendieren würden ach ne geht  ja nicht ich vergaß es sind ja deutsche Rentner
1,"der presse immer auf die fresse, scheiss lügenpack"
0,Schafft Arbeitsplätze ??
0,Mit uns kann man es ja machen ...zum kotzen sowas ...
0,Wir haben es in Deutschland nicht geschafft in 25 Jahren eine Einheit zu werden. Wie soll das dann mit den Asylanten werden die eine völlig andere Ideologie haben. Die Bundesregierung presst das Volk immer mehr aus mit neuen Steuern und Abgaben um Geld für die Asylanten zu haben. Die vergessen das eigene Volk und alle machen mit weil sie an ihren Posten kleben.
0,"Is n fake, oder?"
0,Sucht erst mal die Tausende die untergetaucht sind
0,das hört sich für mich an wie....bla bla bla bla bla.
0,ob sie immer noch an ihrer euphorischen Willokmmenskultur festhalten möchten.
0,Das kann einfach nicht sein!
0,"""Gegenwärtig traut man sich ja nichts mehr zu sagen, da man fast immer in die """"Rechte Ecke"""" gestellt wird, wenn man eine andere meinung hat. Wir werden ständig mit unserer Geschichte konfrontiert, während unsere Nachbarländer: Frankreich, Schweiz und Österreich inzwischen einen deutlichen Rechtsruck bekommen haben, der kaum für Diskussionen sorgt."""
0,Das hier ist auch sehenswert! https://www.youtube.com/watch?v=0VQ3vJAHqlY
0,"""die Regierungen heute sind NICHT anders als ihre so verhassten """" Nazis""""...frei ist hier GARNICHTSMEHR...nur das die heutige Politik es verschleiern will und nicht wie früher ankündigt WAS sie vorhaben...scheinbar halten sie die Völker für DUMM....die Zukunft wird interessant^^...ich sehe keinen Unterschied mehr im Handeln ,lügen,betrügen zu 1939-45 was ja GERNE genommen wird....sind NICHT besser...eher schlimmer....auch mit Russland...aber OK SIE brauchen ja einen BÖSEN^^"""
0,Wenn die dann irgendwann mal raus sind dann bekommt er sogar eine Renovierung von Staat. .....
0,Medien beeinflussen unsere Warnehmung.
0,"zu blöd zum scheißen , kriegt auf einmal eine neue bedeutung !"
0,Auf den Text über dem Bild bezogen: Wenn das ein LINKER macht ist das in Ordnung....  ;)
0,Lieber verdächtig radikal sein als volksverrat... Aber hey kopf hoch wir schaffen das ja ;)
0,Jetzt erst recht !!
0,"Kann man mal den Jan Böhmermann auf seiner Facebook Seite mitteilen, dass er ein Idiot ist, der von der ZDF Lügenpresse finanziert wird. http://www.oe24.at/.../Shitstorm-All-Felix.../221521487"
0,Wieder mal eine große LÜGE von unseren Medien
0,"""Notiere willkommen im Irrenhaus """"Deutschland"""" .... blöd , blöder , am deutschersten ???"""
0,"""Wieso """"wird"""", sie IST eine Gefahr für Deutschland und Europa!!!"""
0,Längst geschehen ?✋
1,Scheiß Islam
0,68bc3d21b22b7147 DAS waren noch gude zeiten eh :DDD
0,"ich hoffe es funktioniert, dass merkel und co einen dämpfer bekommen"
1,ich sag es immer wieder raus aus deutschland mit dem dreckspack
0,Wir Sparen doch gerne bei unseren eigenen Kinder für Bildung und unsere Rentner die dieses Land aufgebaut haben werden Abgeschoben in Altersheim
0,Sie ist schon lange eine.
0,"das ist ganz einfach, wer die Warheit verbreitet und stolz auf sein Land ist und auf die Missstände aufmerksam macht, ist nicht erwünscht. So soll das Volk ruhig gehalten werden, ich finds einfach unglaublich!!!"
0,Ihr müsst denen noch mehr in den Arsch kriechen...??
0,Kopfschüttel
0,Geteilt!!
0,"Gabriel wird auch keiner mehr wählen....Niemanden von den Ja sagern da Oben wird man mehr wählen,davon bin ich überzeugt.Es wird hier in Deutschland sehr viel strenger werden.Und müssen."
0,es ist unser recht unsre grenze zu schützen
0,02c121df058b945c du oder?
0,"Hallo, Ihr Muslime! Kann mir jemand ein muslimisches Land nennen, in dem die Christen so viele Rechte bekommen, wie die Muslime z.B. in Deutschland?"
0,"Mein Beileid den Frauen, die dank der Merkel und Konsorten, die gezwungen werden ihre keksbüchse hinhalten zu müssen und ihr ganz leben darunter leiden müssen! Und in der Regierung juckt es einfach niemanden."
0,"""Schaut mal gestern bei uns am Laden so nennt man das jetzt """"aus technischen Gründen""""? Die Verkäuferin wurde mit einer Machete bedroht. :("""
0,Ich heisse das zwar nicht gut aber es gibt auch genug Deutsche die so etwas machen.
0,Na meine Güte   .Traumatisierte Kindlein halt. ?
0,13044b961c5362bb kommt deine Fam. aus den Landkreis Stolp Pommern    ???
0,http://vk.com     es gibt auch was anderes außer Facebook....
0,Na endlich gibt es klo's für Flüchtlinge hoffe das das baumgescheisse jetzt endlich bei uns aufhört
0,ja und unsere dicken minister waren mitglieder heidiebummsvallera
0,ist doch bei uns nicht anders
0,"Apropos, sind nicht über 1 Mio gekommen ??? Also wäre schön 100.000 zu qualifizieren und anzustellen !!!! Die Aktionäre verzichten gernne auf Ihre Dividenden ! Hauptaktionäre sind ja Staatsfonds aus Kuwait, VAE, Quatar !!!! Sagt der Koran nicht, 25 Prozent für die hilflosen und in diesem Falle handelt es sich nicht um Ungläubige Teufel ...."
0,da hilft nur eins die boote von unten anbohren. man die werden hier nicht gebraucht und nicht gewollt
0,Die Merkel muss weg und jeder Asylanten der sich hier net benimmt und den deutschen regeln folgt muss raus......
0,Es werden Zeiten kommen wo die Gutmenschen die ersten sein werden die Hilfe rufen. Außerdem müssen sie sich dann fragen ob angespuckt werden Hilfe ist !!
0,"und für unsere Kinder gibt es nicht genügend Kindergartenplätze ... die Renten reichen für die meisten weder vorn noch hinten, weil die Mieten ins unermässliche steigen (2 Zi. Whg.) ... kostet ca. 500 € kalt <-- fragt mich nicht, warum die Rentner auf ein Dorf ziehen (woher bekommen sie dann ihre Lebensmittel) .. aber stimmt ja, sie können sich ja eh nix mehr leisten, weil das Geld für Miete und Nebenkosten drauf geht !"
0,"Na dann hoffe ich mal, das die beim Zahnarzt als Füllung das schöne Amalgan bekommen."
1,IHR WERDET FÜR JEDES VERFICKTE WORT BEZAHLEN! IHR SEID DIE WAHREN VOLKSVERRÄTER!
0,Is des überhaupt echt? Würden die untereinander nicht auf arabisch schreiben?
1,"es gitb anweisungen und wenn die nicht befolgt werden,dann wird eben geschossen. ist doch beim morden, vergewaltigen oder zerstören nicht anders. wer trotz mahnung damit nicht aufhört, der bekommt einen warnschuss und das solange bis folge geleistet wird oder eben die person gänzlichst außer gefecht gesetzt ist. das gleiche bezogen auf illegale grenzübertritte und nur das ist grenzsicherung. alles andere ist pipi-fax und heuchlerei."
0,"Macht weiter so , nicht unterkriegen lassen. Ich bleibe auf jeden Fall  hier. Wir müssen weiterkämpfen gegen die Dummen die unser Land kaputtmachen wollen"
0,*hust* Kreuzzüge *hust* hab ich grad kreuzzüge gesagt? Hm immer dieser husten..
0,"mein Respekt, Herr Baumgärtner."
0,Klare Aussage dafür ist die Dienstwaffe ja auch gedacht.
0,"Alles richtig gemacht,Frauke,tolle Frau,meine Stimme ist euch sicher !!!"
0,"...und immer schön nach Mekka ausrichten...und um Himmels Willen nicht grün, das wäre rassistisch. Es wird immer blöder."
0,"""""""Danke"""" Frau Merkel!"""
0,Macht ne neue Seite auf und fertig
0,"Da hab ich mich wohl verguckt: Das sind 50Mio. € weniger für Schulen & Kita`s, fünfzigmillionen Euro weniger für unsere Rentner, 50.000.000€ weniger für all die kaputten Strassen, 50Mio. die in den Grenzschutz investiert werden könnten oder, oder werden wir nur wieder verarscht? Bei über 1,3 Millionen Flüchtlingen die Taschengeld bekommen, Essen und Unterkunft, die Bearbeitungsaufwand verursachen und das Gesundheitssystem beanspruchen...es sind 50 Milliarden!"
0,Patriot zu sein reicht nicht mehr aus..!!
0,Zurück zu Barbarei & Knechtschaft!
0,"die Bande hat hier Garnichts zu fordern, sie sind alle als Gäste bei uns und sollten sich anpassen."
0,Und das viele andere noch dazu !!!!!!!!!!!!!!!!!!!!!!!!!!!1
0,Deutsche Integration!
0,Hmh... Das ist doch für unsere Gutmenschen ala Roth/Beck/Göhring-Eckhard nur übelste Propaganda...
0,"Tja die NVA hat niemals Soldaten ins Ausland geschickt, sie war im Gegensatz zur Bundeswehrmacht eine reine Verteidigungsarmee"
1,Selbst wenn da einer zu Tote kommt geht es mir am @r*** vorbei.
0,Eine Verfassungsbeschwerde ohne Verfassung? ??  Interessant. ..
0,Wer gerne in Erdlöcher scheißt.
0,https://www.youtube.com/watch?v=29t0j9E9Wsw
1,nazi ist für mich schon lange kein schimpfwort mehr
0,"Ich würde Reinigungsmittel für ein Monat bereitstellen die Unterkunft abschließen einen Monat die Verpflegung Garantieren dann mal schauen wer überlebt hat ,keiner alle am eigenen Dreck erstickt."
0,Bleib so wie du bist du bist genial
0,Sie sind einer der wenigen der alles beim Namen nennt und noch Rückgrat zeigt. Meine Hochachtung.
0,und was bringt es wenn unsere Grenzen erst mal offen bleiben???
0,"Da Ihr es alle besser könnt, empfehle ich Euch: Lass Euch zum Bundeskanzler wählen und zeigt, dass Ihr alles besser könnt."
0,Schlimm ist das selbst die deutsche Unterstützt das. Ich dachte das Deutsche Patrioten sind.
0,da stürzt sich die lügenpresse drauf.....gefundenes fressen....aber wenn ein 13 jähriges mädchen stundenlang von den wilden vergewaltigt wird .......pfui deibel
0,du bist der beste mach weiter so ?
0,und jährliche Kosten für Komplettrenovierung !
0,Zurück zu Sklaverei & Menschenverachtung!
0,"Ist schon komisch das so was nur bei Leuten wo betagt sind aufgeklärt wird , da legen die sich ins Zeug ."
0,"Die Kinder werden gedrillt und gefügig gemacht. Die sollen Angst vor einer eigenen Meinung haben und die pc mit Gewalt verteidigen. Antifa, das sind Gymnasiasten die bei Mutti wohnen."
0,an der Aussage von Fr. Dr. Frauke Petri ist nichts auszusetzen.
0,Billige Kräfte um die Werkshalle zu fegen.
0,Hp erstellen und in jeden neuen Beitrag verlinken. Gab auch eine Zeit vor Facebook.
0,"""was soll den der falsche Quatsch.Es gibt nicht die Heulnummer des toten Flüchtling.Grimms Märchenstunde... Durch Polizei,Krankenhäuser bestätigt.So wie der """" angebliche"""" Informat, Lagoarbeiter abgetaucht ist.......oh Mann wie krank seid ihr"""
0,Immer schön aufpassen und sehr  wachsam sein.
0,Frauke wir stehen hinter  !
0,"""Es ist schon fast schon lustig, das Schweden schon 2009, also lange vor dem hohen Anstieg der Asylanten """" eine der höchsten Melderaten zum Thema """"sexueller Mißbrauch"""" hatte."""
0,auf jeden fall kein multi kulti keine paralelgesellschaften keine stadtteile wo die polizei sich nicht rein traut keine ausländichen gebetshäuser keine grabscher zur jahreswende keine mit ausländer überfüllten schulklassen kein asylheim keine scheinasylanten
0,was die merkel doch aus recht und freiheit macht.....genau das gegenteil.....weg mit der regierung....DIE AFD WIRD SIEGEN
0,Da müsste sich aber ganz dringend das Königshaus zu Wort melden!!!
0,Und so etwas wollen linke und grüne
0,Wird zeit sich eine neue Plattform zu suchen !!
0,Kommt mir bekannt vor....
